id,tagline,occurrence,publication,lin,summary,recommendations,location
RO-2015-102,"Electric locomotive fire at Palmerston North Terminal, 24 November 2015
",24 Nov 2015,13 Apr 2017,15-102,"On Tuesday 24 November 2015 at about 1830, a KiwiRail Holdings Limited (KiwiRail) light freight locomotive (EF30157) caught fire while parked at the Palmerston North rail depot. The Fire Service attended, but the fire was not extinguished until later that evening at 2023. The locomotive's transformer compartment suffered fire damage. No-one was injured during the incident. The Transport Accident Investigation Commission (Commission) found that the seat of the fire was located where the high-voltage cable, used to transmit power from the overhead power line to the locomotive, was connected into the transformer using a plug and socket arrangement. The socket was filled with oil to insulate the high-voltage cable plug. The cause of the fire was attributed to a failure in the insulation of the high-voltage cable plug. A subsequent short circuit caused an explosion in the oil-filled socket and ignited the oil. The resulting fire was fed by a constant supply of oil from a 3,000-litre reservoir that could not be isolated due to the maintenance shut-off valve's close proximity to the seat of the fire. The Commission found that: no fire detection and suppression system standards have been adopted across the New Zealand rail sector; the operator of the locomotive relied on its staff to apply best judgement when dealing with fires rather than providing specific documentation and training; from the maintenance records available it was not possible to determine if the failed cable was new or second-hand; the 5,000-volt insulation integrity test carried out on the high-voltage cable assembly was not representative of the 25,000-volt in-service conditions. The Commission is recommending that the Chief Executive of the NZ Transport Agency: ensure that in their safety cases the access provider of, and operators using, the National Rail System consider fire in rail vehicles as a risk to the safety of their operations, and must demonstrate that they have mitigated that risk as far as reasonably practicable; when conducting safety assessments of each rail licence holder, ensure that they have identified and assessed the risk of fire in a rail vehicle. The Chief Executive should ensure that they have, as far as reasonably practicable, minimised the risk and have measures in place to deal with the outbreak of, and reactions to, fire events; when conducting safety assessments of each rail licence holder operating on the National Rail System, ensure that systems are in place that record in detail the maintenance history of safety-critical rail vehicle parts and that any tests on replacement parts are appropriate to simulate in-service conditions. The Commission is also recommending that the National Rail System Executive adopt or develop a New Zealand Fire Standard that incorporates, but is not limited to: minimising sources of fire ignition; restricting fire propagation; the use of fire-resistant materials; of appropriate firefighting equipment; ventilation systems to protect crew and passengers from harmful smoke and gases; the installation of fixed fire protection systems; the ability to self-rescue or relocate the train in the event of a fire in a tunnel or similar hazardous location. A key lesson identified from this inquiry is that operators of public mass transport systems must provide their staff with guidelines, procedures and training to enable them to deal effectively with a fire, instead of relying on their best judgement.","001/17, 002/17, 003/17, 004/17",Palmerston North
RO-2015-103,"Track occupation irregularity, leading to near collision, Between Manunui and Taumarunui, 15 December 2015
",15 Dec 2015,14 Sep 2017,15-103,"On 15 December 2015 track maintenance workers were replacing sleepers on Bridge 197 between Manunui and Taumarunui on the North Island Main Trunk line. The worksite was protected by compulsory stop boards, where trains were required to stop and get authority from a rail protection officer before passing through the worksite. In this case the rail protection officer was also the team leader responsible for the project. During the morning four freight trains passed through the worksite without incident. The workers were already clear of the worksite when a fifth (passenger) train stopped at the stop boards and requested permission to pass through the worksite. The rail protection officer authorised the passenger train to pass through the worksite. He then engaged in a radio conversation with the train controller, left his work vehicle and 'locked on' to let the workers know it was clear to occupy the track. Despite some of the workers knowing that a passenger train was supposed to be due through the worksite, all of them 'locked on' and occupied the bridge ahead of the approaching train. When the train came into sight, the train driver saw the workers on the bridge ahead and stopped his train 72 metres short of the bridge. There was no collision and no-one was injured. The Commission found that the rail protection officer's error was highly likely a lapse in memory influenced by the pressures he was under in his role as team leader. The Commission also found that the rail protection officer's error should have been identified by others in the work group, and they should have intervened to prevent the incident. The Commission identified three safety issues: that the KiwiRail system allowed the team leader, with all of the tasks and responsibilities associated with that role, to take on the safety-critical role of rail protection officer; the poor standard of non-technical skills among all the workers who were on-site; the rail protection officer's positive post-incident test result for methamphetamine. KiwiRail has been taking safety action to address two of the safety issues. The Commission has made one recommendation to KiwiRail to address the third safety issue. The key lessons identified from the inquiry were: workers responsible for the safety and wellbeing of track staff should not be allowed to be burdened with tasks and responsibilities that will detract from that role; the use of good non-technical skills could have prevented this incident. All operational staff need to be trained and well practised in those skills to prevent one-person errors resulting in accidents and incidents; it is not acceptable under any circumstances for workers to be affected by performance-impairing substances, regardless of what roles they are performing.",023/17,Taumarunui
RO-2016-101,"Signal passed at danger leading to near collision, Wellington Railway Station, 28 May 2016
",28 May 2016,1 Feb 2018,16-101,"Shortly after midnight on Saturday 28 May 2016, an empty passenger train was being moved from Platform 7 at Wellington Railway Station (Wellington Station) to the West Storage Yard for overnight storage. At about the same time a passenger train with 79 passengers on board departed from Platform 5 bound for Upper Hutt. Their respective routes would cross within a short distance from the platforms. It was dark and raining. The signal box controller had set a clear (Green) route for the Upper Hutt train and had set a Red Stop signal to hold the empty train just short of the cross-over point until the Upper Hutt train had cleared that section of track. However, there was another signal showing Green, adjacent to the Red signal meant for the empty train. The driver confused the two signals, and thinking the Green signal was meant for his train, he continued past the Red signal towards the cross-over point. The driver realised his mistake just as his driving cab passed between the Red and Green signals and immediately stopped his train just 12 metres short of the cross-over point. The Upper Hutt train passed through the cross-over 13 seconds later. Both trains were restricted to a maximum speed of 20 kilometres per hour. There was no collision and nobody was injured. Noting that train drivers failing to stop their trains at Red signals is a known and foreseeable risk, the Commission found that there should have been more checks or defences built into the system to prevent this near collision when the driver confused the two signals. The Commission also found that due to the geographically constrained and congested nature of the Wellington Station area, there are fewer fail-safe back-up systems than would normally be associated with a modern track and signalling system. Consequently, there is an elevated risk of trains colliding in the area that will need to be managed now and in future. Safety issues identified during the inquiry included: the heightened risk of trains colliding within the approaches to Wellington Station because limited space makes the track layout congested; a number of reasonable measures had not been taken to further reduce the risk of trains colliding in the approaches to Wellington Station. These include the provision of providing better recognition of signals, standard procedures for signalling trains through the area, and better communication between train drivers and persons controlling the trains. The Commission refers to a previous recommendation to address issues with communication, (refer to Related Links) and makes two new recommendations to address immediate and long-term solutions for managing the risk in the Wellington Station area. Key safety lessons arising from this incident are that: all safety-critical systems should have checks and defences designed into them that mitigate against human error resulting in incidents or accidents; there should be sufficient clear and concise communication between persons responsible for controlling trains and train drivers so that all parties are aware of the situation and alert to any threats to safe train operations.","033/17, 034/17",Wellington
RO-2016-102,"Train 140 passed Signal 10R at 'Stop' Mission Bush Branch line, Paerata, 25 October 2016
",25 Oct 2016,29 Sep 2017,16-102,"On 25 October 2016, a fully loaded coal train had routed from the North Island Main Trunk line to a steep climb on the Mission Bush Branch line at Paerata. The train suffered from wheelslip and stalled about 1.5 kilometres into the climb. The train driver radioed train control for assistance. Train control arranged for a Mission Bush-based pilot to guide the train as it reversed (set back) to Paerata, to attain more speed for a second attempt at the climb. To set back to Paerata the train had to pass two signals. Both of these signals were displaying red ('Stop') to protect another train that was passing through Paerata on the North Island Main Trunk line. Both the pilot and the driver believed that the train controller had set these two signals to green for their train to set back to Paerata. The train driver was driving from the locomotive at the front of the reversing train, from where he was unable to see the first of the two signals. The pilot was positioned further down the track behind the train, from where he too was unable to see the first signal. The train then reversed past the signal at 'Stop'. The pilot then saw that the second signal near Paerata was displaying red and radioed the driver to stop the train. The train stopped with its rear-most wagon about 420 metres short of Signal 6RA and the North Island Main Trunk line. The other train passed through Paerata just as the train came to a stop. The potential for a collision between the two trains was high. The Transport Accident Investigation Commission (the Commission) found that the train controller did not follow the KiwiRail procedures for reversing a stalled train, which contributed to the incident. It also found that neither the train controller, nor the train driver, nor the pilot was familiar with the correct procedure for setting back a stalled train at Paerata. The Commission identified four safety issues: the setback movement was not planned and carried out in accordance with the operating rules and procedures; KiwiRail had not communicated effectively to staff the replacement of an old procedure for recovering stalled trains at Paerata with the existing Operating Rule 124(d); the train controller, the train driver and the pilot did not have a shared understanding of the limit for the setback authority, or of the method of protecting the movement; the train controller was performing a safety-critical role and was directly involved in the incident, yet he was not asked to undergo a post-incident drug and alcohol test. The Commission has made two recommendations to KiwiRail: to review its change management process to ensure that changes in policies, procedures and rules are communicated effectively to staff; and to ensure that all personnel directly involved in an accident and/or operating incident are asked to submit to drug and alcohol testing. Key safety lessons arising from this incident are: it is important that rail participants are familiar with and follow the approved rules and procedures that have been put in place to achieve safe railway operations; it is important that all staff involved in a railway operation have a common understanding of what the plan is and how it will be carried out safely, which is an essential aspect of non-technical skills.","024/17, 025/17",Paerata
RO-2017-101,"Signal Passed at Danger ‘A’ at compulsory stop boards protected worksite, Pongakawa, Bay of Plenty, 7 February 2017
",7 Feb 2017,18 Oct 2018,17-101,"On 7 February 2017 work had begun on replacing a support pile under a rail bridge on a single-line section of track between Mount Maunganui and Kawerau on the East Coast Main Trunk line. Two sets of warning boards had been placed either side of the worksite to alert train drivers to the worksite ahead. A set of compulsory stop boards had been placed 500 metres from either side of the worksite, where train drivers were required to stop and request permission to enter the worksite from the rail protection officer of the maintenance team. At about 1000 a freight train was en route from Mount Maunganui to Kawerau. The driver was nearing the end of a 10½-hour night shift. Later, the driver did not recall seeing any of the warning or compulsory stop boards and only noticed the presence of a hi-rail maintenance vehicle beside the track as the train was approaching the bridge. The driver reduced the train speed to 25 kilometres per hour shortly before crossing the bridge without authorisation. The rail maintenance workers were working under the bridge at the time, about to remove one of the support piles. Nobody was injured and there was no damage to the train or bridge. The Transport Accident Investigation Commission (Commission) found it likely that the driver was experiencing ‘microsleeps’ at the time the train passed the warning and stop boards. The driver was later diagnosed as suffering from a sleep disorder that affects the quality of sleep. Additionally, the driver had had difficulty sleeping the evening prior to the incident due to the hot ambient temperature. The fact that the driver had been awake for more than 10 hours through the night and was nearing the end of the shift was also a factor. The train locomotive was fitted with a global-positioning-based safety system (eProtect) that should have automatically applied the train brakes when the train failed to stop at the compulsory stop boards. The Commission found that this safety defence failed due to an unnoticed error within the device on board this particular locomotive that was preventing it utilising the global positioning system’s location of the worksite. The Commission identified three safety issues: the KiwiRail medical assessment process did not ensure that the employee being assessed completed the online medical questionnaire themselves. There is some evidence that the system could potentially allow managers or others to complete the questionnaire on employees’ behalf; KiwiRail did not have a mature fatigue risk management system to ensure that relevant personnel performed at adequate levels of alertness; the eProtect KMC module on this locomotive had been transmitting error messages for three weeks before the incident, but the activity database was not being monitored for this type of error. KiwiRail took a safety action to address the issue with the eProtect system, and the Commission made two recommendations to KiwiRail to address issues with its medical assessment programme and its fatigue risk management system. Key lessons arising from the inquiry were: train drivers and other shift workers need to ensure that they are medically fit and make appropriate lifestyle choices that will enhance the amount and quality of their sleep, in order to avoid being fatigued or tired while at work; transport operators must ensure that their staff are fully educated on the factors that can cause or contribute to their becoming tired or fatigued while performing safety-critical roles; technological systems need to be fully tested and have undergone full failure mode analysis if they are going to be relied on as safety defences for preventing accidents and incidents.","018/18, 019/18",Pongakawa
RO-2017-102,"Signalling irregularity, Wellington Railway Station, 3 April 2017
",3 Apr 2017,14 Jun 2018,17-102,"During the morning peak period on 3 April 2017, trains in the Wellington Railway Station yard were being controlled by two signal box operators (signallers) from the Wellington signal box. Signal maintainers were at the time working on a track signalling fault in the area. The signallers were setting the route for a shunt locomotive to recover a set of empty passenger carriages from Platform 9. The signalling fault prompted the signallers to use an alternative route for the shunt locomotive to access Platform 9. However, the route they chose was not physically possible due to the design configuration for some of the crossing points in the area. The signallers were not aware that the route they had set was not possible because the mimic screen they were referring to in the signal box erroneously displayed their chosen route as valid (possible). As a result of the way the points were set, the shunt locomotive was diverted down another section of track into a potential head-on collision with a departing passenger train. The driver of the shunt locomotive realised that his train was routed down the wrong track and stopped his train, but not before it encroached onto the track where the loaded passenger train was heading. Both trains were approaching a red signal that would have required them to stop anyway, but potentially only metres apart. The driver of the passenger train saw the red light, and a train encroaching onto his track ahead, and stopped his train. There was no collision and nobody was injured. The Transport Accident Investigation Commission (Commission) found that the error on the mimic screen was the result of an equipment upgrade programme that had overlooked a design aspect of one set of crossing points and had not ensured that the new system was fully representative of the actual track layout. The error with the mimic screen and a missing interlock had gone undetected for many years. The Commission also found that neither of the signallers on duty at the time was aware that they had wrong-routed the shunt locomotive, because they were unaware of the limitations of the crossing points that prevented the shunt locomotive travelling along the chosen route. The Commission also found that the signal box did not have an interlock to prevent the signallers setting a route for the shunt locomotive that was not physically possible due to the design of one of the crossing points. An interlock would have prevented the incident. The Commission identified two key safety issues: the change management process for upgrading the signal box display had not ensured that the mimic screen matched the physical track layout, and had not detected the absence of an interlock to prevent the signallers setting the points to a configuration over which it was not possible for rail traffic to travel; the signallers lacked some familiarity with the physical layout and equipment capabilities in the Wellington yard that they were controlling. The Commission made two recommendations to KiwiRail Limited to address these safety issues. Key lessons arising from this inquiry were: when changes are made to safety-critical systems, the new systems should be fully tested for correct functionality, and the users of the systems should be trained in and familiar with them; personnel controlling the movement of rail traffic should follow procedures rather than make assumptions regarding the status of signalling equipment.","010/18, 011/18",Wellington
RO-2017-103,"Potential collision between passenger trains, Wellington Railway Station, 15 May 2017",15 May 2017,27 Sep 2018,17-103,"At about 1810 on 15 May 2017, a loaded metropolitan passenger train departed Wellington Station bound for Waikanae. The driver thought there was an issue with the train brakes, so stopped the train within the approaches to Wellington Station. After a discussion with maintenance staff, it was decided to return the train to Wellington Station. The train was under the control of a signal box operator (signaller). The signaller referred to the mimic screen and noted that it was showing the train occupying a single section of track between Signals 37 and 39. However, the rear of the train had not quite passed Signal 39. It had cleared an insulated joint in the rail that marked the end of one section and the start of the next on the signaller’s mimic screen, but the insulated joint was eight metres away from the actual signal. The rear of the train had come to rest between the insulated joint and the actual signal. The signaller planned to use Signal 39 to hold the train until another inbound train was clear. However, when the driver changed driving ends, Signal 39 was just behind the driving cab. When the signaller authorised the driver to proceed back to Signal 39, the driver moved the train forward in search of the signal, towards the same set of crossover points as the other inbound train. No sooner had the train begun moving than it crossed back over the insulated joint in the rail. The signaller saw on the mimic screen that the train had passed Signal 39 and was heading towards the inbound train. The signaller called the driver to stop the train. The train stopped about 120 metres past the red signal. There was no collision and nobody was injured. The Transport Accident Investigation Commission (Commission) found that the situation was created because the signalling system was giving information to the signaller that did not match what was happening in the field. The eight-metre separation between the signal and the insulated joint had not been identified as an issue when the lines in the area were modified and upgraded in 2010. The Commission identified two safety issues that had been identified in a previous inquiry: there is a heightened risk of trains colliding within the approaches to Wellington Station because limited space makes the track layout congested; a number of reasonable measures had not been taken to further reduce the risk of trains colliding in the approaches to Wellington Station. The issues were also relevant to this inquiry. As recommendations had already been made to address the safety issues, no new recommendations have been made. The key safety lesson arising from this accident is that trains should not be unnecessarily authorised to proceed up to red signals in congested areas, because the reduced safety margins in these areas increase the risk of a collision if a signal is passed at danger.",NA,Wellington
RO-2017-104,"Unauthorised immobilisation of passenger train, at Baldwin Avenue Station, Avondale, 17 September 2017
",18 Sep 2017,21 Mar 2019,17-104,"At about 1638 on Sunday 17 September 2017, an Auckland metropolitan passenger train was travelling eastbound from Swanson to Britomart Transport Centre with a train driver, a train manager and about 40 passengers on board. As the train approached Baldwin Avenue Station, a group of people on the station platform wearing masks disabled the train by pulling the emergency door release levers on the outside of the train. The group then spray-painted one side of the train before escaping along the rail corridor. The train doors remained closed throughout the event and the passengers were kept on board. Nobody was injured and damage was confined to spray-painting one side of the train. The Transport Accident Investigation Commission (Commission) found that the design and installation of the emergency door release levers on the Auckland metropolitan trains met the recommended industry standards, and found that the design achieved an appropriate balance between deterring unauthorised use and allowing the doors to be opened from outside the passenger cars. The Commission also found that the emergency response to the incident was appropriate for the circumstances based on the information that was reported. The response to the incident would likely have been more efficient if the train crew involved had spoken directly with the Police communications centre. The Commission identified one safety issue: Transdev Auckland Limited had no policies or procedures in place to guide its train crew in responding to unusual situations. The Commission recommended that Transdev Auckland Limited improve the quality of training for train crews, including training on liaising with emergency services, so that they are better prepared to respond to unusual situations. A key lesson arising from the inquiry is that in any emergency situation, it is important that clear, concise and timely information be given to first responders so that a fast and efficient response can be planned and executed.",001/19,Baldwin
RO-2017-105,"Collision between freight Train 353 and heavy motor vehicle, Lambert Road level crossing, near Kawerau, 6 October 2017
",6 Oct 2017,14 Feb 2019,17-105,"Shortly before midday on Friday 6 October 2017, a Waste Management NZ Limited truck was servicing domestic waste bins along the no-exit Lambert Road, near Kawerau. There was a railway level crossing where the Murupara Branch railway line crossed Lambert Road. The level crossing was protected by stop signs, which required all road users to stop and look for trains before proceeding over the crossing. The truck had reached the end of Lambert Road and turned around, and was stopping periodically to service bins on the other side of the road. When the truck entered the level crossing it was struck by an empty log train that was travelling from Kawerau towards Murupara. The train struck the left side of the truck at a speed of about 63 kilometres per hour. The truck driver was thrown clear of the truck and was fatally injured. The truck was significantly damaged. The Transport Accident Investigation Commission (Commission) found that it was very likely the truck did not stop and was travelling at about 48 kilometres per hour as it entered the level crossing. There were no technical issues found with the truck that could have contributed to the accident. The Commission found no issues with the manner in which the train was being driven that could have contributed to the accident, and the level crossing was well signposted in accordance with the required rail and road standards. Notwithstanding the likelihood that the truck did not stop, the Commission found that even if it had, the driver would not have had sufficient view lines for the truck to clear the level crossing from a stop if a train had been just out of view. The Commission also found that the legislation needs to be clearer on the allocation of responsibility between licensed rail access providers and road controlling authorities for ensuring the safety of rail users and road users at public road level crossings. The Commission identified two safety issues: the legislation is not clear on the allocation of responsibility between licensed rail access providers and road controlling authorities for ensuring the safety of road and rail users at public road level crossings; sighting distances for road users at level crossings are one of the factors used to determine the appropriate level of protection required, yet the growth in vegetation around railway level crossings can change sighting distances3 in a relatively short time and render the level crossings unsafe. The Commission made two recommendations to the Chief Executive of the NZ Transport Agency, one recommendation to the Chief Executive of KiwiRail Holdings Limited and one recommendation to the Chief Executive of Local Government New Zealand to address these issues. The key lessons identified arising from the inquiry into this occurrence are: road users must always approach railway level crossings with extreme care, particularly those level crossings that have passive protection only in the form of Give Way or Stop signage; wearing seatbelts will increase the chances of people surviving accidents.","031/18, 032/18, 033/18, 034/18",Kawerau
RO-2017-106,"Mainline locomotives, Wrong-routing and collision with work vehicle, Invercargill, 16 November 2017
",16 Nov 2017,14 Mar 2019,17-106,"At 1503 on Thursday 16 November 2017, two coupled mainline locomotives were being moved from the main line to a refuelling area at Invercargill. However, the points were not set for the intended route and the locomotives were instead diverted into the rail maintenance depot. The locomotives collided with a truck that was parked outside the maintenance depot, propelling it into a freight wagon that was parked inside the depot for repair work. Both ends of the truck were damaged, but nobody was injured. A protective derailing device had been placed onto the rail outside the maintenance depot. The device was designed to derail any rail vehicle inadvertently entering the track that led to the depot. However, the cowcatcher on the front of the lead locomotive dislodged the derailer and prevented it derailing the locomotive. The Transport Accident Investigation Commission (Commission) found that the locomotives were wrong-routed off the intended route and into the  maintenance depot siding because the necessary checks to ensure that the points were set in the correct position for the movement were not made. The Commission also found that the procedures in the Invercargill Joint Operating Plan for protecting the maintenance depot from unintended rail movements did not conform fully with the KiwiRail rules, and that there were indications that staff were routinely not complying with the procedures set out in the plan. The level of audit and compliance testing of the Invercargill Joint Operating Plan was not robust in detecting and addressing compliance issues within the Invercargill yard. The Commission identified one safety issue – that the level of audit and compliance testing of the Invercargill Joint Operating Plan was not robust in detecting and addressing compliance issues within the Invercargill yard. KiwiRail Holdings Limited took a number of safety actions to address this safety issue. Consequently, the Commission has made no recommendations arising from this inquiry. Key lessons arising from this inquiry include: it is important to ensure that documented rules, policies and procedures are compatible and consistent across all places of work in the rail network; a culture of non-compliance can quickly develop if staff are not prompted to follow the proper procedures when undertaking their duties, and do not challenge their work colleagues if they observe them not following procedures.",NA,Invercargill
RO-2018-101,"Metropolitan passenger train, derailment, Britomart Transport Centre, Auckland, 9 May 2018
",9 May 2018,3 Oct 2019,18-101,"At about 0935 on 9 May 2018, an Auckland metropolitan passenger train was approaching Britomart Station with about 130 passengers on board. The train was travelling at 24.7 kilometres per hour, which was below the maximum authorised line speed of 25 kilometres per hour, as it passed through a set of rail points that was supposed to divert the train to berth at platform 1. However, a section of rail within the set of points had fractured, which caused the leading passenger car to derail. The train came to rest upright, but only centimetres from a concrete wall dividing the station platforms. Nobody was injured, but there was moderate damage to the train and the track. The Transport Accident Investigation Commission (Commission) found that the first response to rescue passengers and crew from the derailed train was conducted appropriately and in accordance with the operator’s procedures. The Commission found that the rail from which the rail points had been manufactured met the required specifications. The fracture had initiated at a machining defect on the foot of the rail, which was introduced during the procedure for manufacturing the set of points. The defect likely resulted in a significant to severe reduction in the fatigue and fracture resistance of the rail. The Commission found no evidence that the manufacturing defect was representative of a wider quality issue. The Commission did not identify any safety issues or key lessons, and therefore made no new recommendations.",NA,Britomart
RO-2018-102,"Freight train SPAD and wrong routing, Taimate, 1 October 2018
",1 Oct 2018,19 Dec 2019,18-102,"What happened On 1 October 2018, three track maintenance groups were repairing the track in the area between Seddon and Ward. At the end of the shift one of the work groups parked three heavy track maintenance rail vehicles in the crossing loop at Taimate. There was a set of rail points coming off the adjacent main line at each end of the loop. The points were supposed to have been isolated and manually set for the main line to prevent trains travelling on the main line entering the loop and colliding with the mobile track maintenance vehicles. Later that evening a freight train passing through Taimate on the main line was diverted into the loop at a speed of about 20 km/h. The freight train driver at the last moment noticed the points were set to divert the train into the loop. The driver applied emergency braking but was unable to stop the train before it had travelled some 80 metres into the loop line towards the parked maintenance vehicles. There was no collision and nobody was injured. Why it happened The Transport Accident Investigation Commission (Commission) found that the freight train was wrong-routed into the crossing loop because a staff member had inadvertently left the points in the wrong position, and there was no independent verification to confirm that the required protection had been put in place. A SPAD (signal passed at danger) occurred when the driver slowed the train rather than stopping at the Red signal. This was likely due to a confirmation bias that the points were correctly set. Confirmation bias is a common human factor where individuals interpret information in a way that affirms a prior belief. Had the train stopped at the Red signal, it was likely that the driver would have noticed the incorrectly set points and stopped the train before it was wrong routed. The Commission also found that a number of procedural errors had been made in the two days prior to the incident that were factors in the incident, and that a better system of check and challenge, and good communication, could have prevented the train being wrong-routed into the loop. The report refers to a previous recommendation the Commission made in an earlier report that is equally applicable to this incident. KiwiRail has taken a number of safety actions that address the issues raised in this report. Therefore, no new recommendations have been made. What we can learn and who may benefit The key lessons arising from this inquiry are: knowledge and strict following of rail operating rules and procedures is key to safe rail operations and will help prevent incidents and accidents; train drivers have an obligation to confirm for themselves that the information they have had from other parties is correct, and drive with caution until the information is confirmed.",NA,Seddon
RO-2019-101,"Safe-working occurrence, Westfield yard, Ōtāhuhu, Auckland, 24 March 2019",24 Mar 2019,7 May 2020,19-101,"At about 1850 on Sunday 24 March 2019, a work group was completing rail track repairs in a protected work area that had been established in KiwiRail’s Westfield yard in Ōtāhuhu, Auckland. The protected work area was in the process of being disestablished before the work party departed from the site. The rail protection officer in charge of the site was approached by a signals technician who was required to carry out work within the protected work area. Unaware of the exact nature of the signals technician’s intended work, the rail protection officer lost situational awareness and allowed the technician into the protected work area without following the requirements prescribed in KiwiRail’s Rail Operating Rules and Procedures. As a result, the signals technician was not considered to be part of the work group and was therefore not accounted for using the lock-on procedure. The technician was still working within the protected work area when, without any prior knowledge, the electronic blocking protection was removed, putting the technician at risk from rail traffic. The Transport Accident Investigation Commission (Commission) found that it was very likely that a safe-working incident occurred as a result of the electronic blocking protection being removed at the rail protection officer’s request, while the signals technician was still working on the track. The Commission also found that the rail protection officer’s request to remove electronic blocking was likely due to the rail protection officer and the signals technician not utilising non-technical skills effectively to develop a shared mental model of the work to be undertaken by the signals technician. Had both parties communicated more effectively and agreed a work plan, it is highly likely that the incident could have been avoided. Neither party had a clear understanding of the other’s intentions, nor did each thoroughly question the other. Because the rail protection officer misunderstood the intentions of the signals technician, it was decided that the prescribed procedure was not required to be followed. This was contrary to KiwiRail’s Rail Operating Rules and Procedures and resulted in the omission of a key safety defence that could have prevented the incident occurring. The key lesson arising from the inquiry is that all personnel undertaking safety-critical roles should adhere to the principles of non-technical skills to ensure that they share the same mental models and have a clear understanding of what is required of themselves and others to complete the tasks safely. Rail operators and all safety-critical workers may benefit from the key lessons of this inquiry.",NA,Westfield
RO-2019-102,"Clinton derailment, 29 March 2019
",29 Mar 2019,9 Apr 2020,19-102,"On 29 March 2019, the three rear wagons of a KiwiRail Holdings Limited freight train derailed as the train exited a crossing loop at Clinton en route from Invercargill to Dunedin. Two of the three derailed wagons overturned onto their sides, causing damage to the wagons, track and a signal. The Transport Accident Investigation Commission (Commission) found that the freight train had exceeded the maximum permissible track speed when exiting the crossing loop due to the driver becoming distracted and the downhill gradient of the track allowing the train to accelerate to above the maximum permissible line speed. The Commission also found that a phenomenon known as dynamic interaction was very likely the cause of the derailment, where the excessive speed combined with the track geometry at the point of derailment and the centre of gravity of the fully loaded coal wagons caused the wagon to oscillate from side to side. One or more wheels then lifted and climbed the rail, resulting in derailment. The wagon condition and loading were found to be within KiwiRail’s maximum permissible limits. A similar derailment had occurred at the Clinton crossing loop in 2016, which was not investigated by the Commission. At that time KiwiRail took a number of safety actions after the incident, including speed monitoring and track repair. However, a procedural control measure to ensure that loaded trains did not use the crossing loop was not adopted. As a result of this occurrence, KiwiRail has taken a number of safety actions that address the issues raised in this report. Therefore, no new recommendations have been made. The key lessons arising from this inquiry are: a train driver can become distracted even when carrying out tasks specific to their role which, if poorly timed, can have unintended consequences; to avoid repeat accidents and incidents it is important to learn from previous incidents. This requires a focus on implementing corrective action in accordance with the hierarchy of controls. However, when procedural control measures have been identified they should be implemented, checked and monitored properly to ensure the desired results are achieved.",NA,Clinton
RO-2019-103,"Derailment of Train 626, Palmerston North, 4 April 2019",4 Apr 2019,14 May 2020,19-103,"What happened On Thursday 4 April 2019, Train 626, an express freight train consisting of two locomotives and 37 loaded wagons, was travelling north from Palmerston North to Napier. Because of the imminent arrival of a southbound train, the train controller routed Train 626 (the train) from the yard onto the Palmerston North-Gisborne line via the north arrival/departure road and number 29 crossover points. The train was travelling at the maximum authorised line speed of 25 kilometres per hour when the lead locomotive entered the crossover points. At about the same time, the driver applied more power by selecting power notch five while the train continued to descend the 1-in-120 gradient. The train speed had increased to 32 kilometres per hour when there was a sudden loss of brake pipe pressure. A few seconds later the train’s brakes were applied automatically, indicating to the driver that the train had parted. The driver radioed train control and was told that the traction overhead power line had been brought down. Shortly afterwards the train examiner confirmed that the train had also derailed. Why it happened The Transport Accident Investigation Commission (Commission) found there was insufficient vertical load on the leading bogie of log-carrying wagon UKN143 to prevent it climbing the outer right-hand curved rail on 29B set of points. The Commission also found that no single factor led to this derailment. Instead, it is very likely that a combination of factors contributed to the wheel climb that resulted in the derailment: the track condition and its alignment; the train travelling above the authorised line speed; the condition of the wagon’s suspension system and its sensitivity to the track conditions; the multiple cyclic track twists before the point of derailment; the high, but within limits, centre of gravity of the loaded log wagon. What we can learn The Commission identified a safety issue where there was no procedure for identifying, evaluating and rectifying track twists of a repetitive cyclic nature. As such, the Commission recommended that the Chief Executive of KiwiRail Holdings Limited identify cyclic track conditions on the national rail network and develop a standard that prioritises actions to be taken in order to reduce the likelihood of a derailment. Planned and preventive maintenance is a key safety requirement for any transportrelated operation. A train driver must keep the train under control at all times. Who may benefit Rail operators may benefit from the key lessons of this inquiry.",003/20,Palmerston North
